domain,flow,confirmed,evidence,login_url,final_url
accounts.policyme.com,code,,response_type=code,https://accounts.policyme.com/account/login,
app.livekid.com,none,,,https://app.livekid.com/,
app.manago.ai,jwt,yes,response_type=id_token,https://app.manago.ai/login.htm,
app.minga.io,google_unknown,,gsi_only,https://app.minga.io/landing/email,
app.pstryk.pl,code,,response_type=code,https://app.pstryk.pl/welcome,
app.rewind.com,google_unknown,,gsi_only,https://app.rewind.com/users/sign_up,
auth.creator.co,code,,response_type=code,https://auth.creator.co/login,
auth.potloc.com,code,,response_type=code,https://auth.potloc.com/en/login,
auth.rch.io,code,,response_type=code,https://auth.rch.io/oauth/account/login,
corporatefinanceinstitute.com,none,,,https://corporatefinanceinstitute.com/,
dashboard.flinks.com,google_unknown,,gsi_only,https://dashboard.flinks.com/en/signup,
dashboard.oxylabs.io,none,,,https://dashboard.oxylabs.io/en/,
go.drugbank.com,none,,,https://go.drugbank.com/public_users/sign_up,
ideogram.ai,code,,response_type=code,https://ideogram.ai/login,
in.talent.com,google_unknown,,gsi_only,https://in.talent.com/,
learn.corporatefinanceinstitute.com,code,,response_type=code,https://learn.corporatefinanceinstitute.com/auth/login,
login.7shifts.com,none,,,https://login.7shifts.com/oauth2/authorize,
login.knak.io,code,,response_type=code,https://login.knak.io/u/login,
login.worktrips.com,none,,,https://login.worktrips.com/realms/worktrips/protocol/openid-connect/auth,
meeting.interactio.com,code,,response_type=code,https://meeting.interactio.com/login,
mindbridge.ai,none,,,https://www.mindbridge.ai/,
my.wealthsimple.com,none,,,https://my.wealthsimple.com/app/signup,
nomoex.com,none,,,https://nomoex.com/login,
pocket.health,jwt,yes,response_type=id_token,https://www.pocket.health/en-US/login,
policy-portal.apollocover.com,code,,response_type=code,https://policy-portal.apollocover.com/login,
saltz.app,none,,,https://www.saltz.app/signup,
sepurahome.com,none,,,https://sepurahome.com/account/register,
x.blocpal.com,none,,,https://x.blocpal.com/signup/regionLive,
xkcorp.com,none,,,https://xkcorp.com/,
