domain,flow,confirmed,evidence,login_url,final_url
account.saltosystems.com,none,,,https://account.saltosystems.com/signin/login,
account.tropicfeel.com,none,,,https://account.tropicfeel.com/authentication/login,
accounts.backmarket.com,none,,,https://accounts.backmarket.com/en-us/email,
admin.heycharge.com,google_unknown,,gsi_only,https://admin.heycharge.com/login,
agorize.com,code,,response_type=code,https://www.agorize.com/en/users/sign_in,
and-charge.com,token,yes,initTokenClient,https://and-charge.com/,
app.assoconnect.com,jwt,yes,response_type=id_token,https://app.assoconnect.com/login,
app.awork.com,code,,response_type=code,https://app.awork.com/login,
app.celus.io,none,,,https://app.celus.io/auth/realms/celus-external/protocol/openid-connect/auth,
app.circula.com,jwt,yes,gis_id:accounts.id.initialize,https://app.circula.com/users/sign_in,
app.dogfydiet.com,code,,response_type=code,https://app.dogfydiet.com/login,
app.expensya.com,jwt,yes,gis_id:g_id_onload,https://app.expensya.com/Portal/#/Login,
app.explain.fr,code,,response_type=code,https://app.explain.fr/login,
app.feather-insurance.com,token,yes,initTokenClient,https://app.feather-insurance.com/account/signin/question/email,
app.getvoiceline.com,token,yes,response_type=token,https://app.getvoiceline.com/email_sso_check,
app.gomining.com,google_unknown,,gsi_only,https://app.gomining.com/login,
app.kaiko.com,code,,response_type=code,https://app.kaiko.com/login,
app.kenjo.io,code,,response_type=code,https://app.kenjo.io/signin,
app.latana.com,token,yes,response_type=token,https://app.latana.com/login,
app.lecturio.com,code,,response_type=code,https://app.lecturio.com/en/login,
app.life5.es,google_unknown,,gsi_only,https://app.life5.es/login,
app.luca-app.de,code,,response_type=code,https://app.luca-app.de/login,
app.ororatech.com,code,,response_type=code,https://app.ororatech.com/login,
app.plana.earth,none,,,https://app.plana.earth/v3/login,
app.user.com,none,,,https://app.user.com/accounts/login/,
app.vaia.com,jwt,yes,response_type=id_token,https://app.vaia.com/get-started,
auth.abtasty.com,jwt,yes,response_type=id_token,https://auth.abtasty.com/login,
auth.airfocus.com,none,,,https://auth.airfocus.com/login,
auth.app.zenloop.com,none,,,https://auth.app.zenloop.com/u/login/identifier,
auth.bfl.ai,none,,,https://auth.bfl.ai/,
auth.cybelangel.com,none,,,https://auth.cybelangel.com/u/login/identifier,
auth.hygraph.com,none,,,https://auth.hygraph.com/u/login/identifier,
auth.meditopia.com,none,,,https://auth.meditopia.com/en/signIn/,
auth.pitch.com,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://auth.pitch.com/login,
auth.secfix.com,none,,,https://auth.secfix.com/u/login/identifier,
auth.shiftmove.com,none,,,https://auth.shiftmove.com/oauth2/authorize,
auth.zenchef.com,none,,,https://auth.zenchef.com/realms/zenchef-b2b/protocol/openid-connect/auth,
authentication.liqid.de,none,,,https://authentication.liqid.de/login,
blinkist.com,jwt,yes,gis_id:accounts.id.renderButton,https://www.blinkist.com/,
chiplab-idp.veecle.ai,none,,,https://chiplab-idp.veecle.ai/realms/veecle/protocol/openid-connect/auth,
covermanager.com,jwt,yes,response_type=id_token,https://www.covermanager.com/login,
dashboard.cufinder.io,token,yes,response_type=token,https://dashboard.cufinder.io/auth/signup/,
dashboard.xmoney.com,token,yes,initTokenClient,https://dashboard.xmoney.com/login,
dayuse.com,none,,,https://www.dayuse.com/,
en.malt.fr,none,,,https://en.malt.fr/signin,
finn.com,jwt,yes,gis_id:accounts.id.initialize,https://www.finn.com/de-DE,
formelskin.de,google_unknown,,gsi_only,https://www.formelskin.de/app/login,
haagrico.com.vn,jwt,yes,gis_id:g_id_onload,https://haagrico.com.vn/,
hawkersco.com,none,,,https://www.hawkersco.com/,
iam.manomano.fr,none,,,https://iam.manomano.fr/auth/realms/Marketplace/protocol/openid-connect/auth,
id.my.candis.io,none,,,https://id.my.candis.io/auth/realms/candis/protocol/openid-connect/auth,
identity.eu.my-clay.com,none,,,https://identity.eu.my-clay.com/Account/Login,
identity.heydata.eu,none,,,https://identity.heydata.eu/de,
idp.revers.io,jwt,yes,gis_id:g_id_onload,https://idp.revers.io/sign-in,
instamotion.com,none,,,https://www.instamotion.com/de,
intra.turingcollege.com,code,,response_type=code,https://intra.turingcollege.com/login,
investors.bunch.capital,code,,response_type=code,https://investors.bunch.capital/login,
justspices.de,none,,,https://www.justspices.de/customer/account/login,
konto.wechselpilot.com,code,,response_type=code,https://konto.wechselpilot.com/login,
learn.lingoda.com,none,,,https://learn.lingoda.com/en/login,
login.blacklane.com,none,,,https://login.blacklane.com/u/login/identifier,
login.brevo.com,code,,response_type=code,https://login.brevo.com/,
login.cloud.qdrant.io,none,,,https://login.cloud.qdrant.io/u/login/identifier,
login.contentsquare.com,code,,response_type=code,https://login.contentsquare.com/one,
login.getpliant.com,code,,response_type=code,https://login.getpliant.com/u/login,
login.sastrify.com,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://login.sastrify.com/u/login/identifier,
login.sellsy.com,code,,response_type=code,https://login.sellsy.com/login,
login.usercentrics.eu,none,,,https://login.usercentrics.eu/u/login/identifier,
miscota.es,jwt,yes,gis_id:accounts.id.initialize,https://www.miscota.es/,
my.babbel.com,none,,,https://my.babbel.com/en/authentication/login/email,
my.medwing.com,none,,,https://my.medwing.com/auth/login,
mylogin.lilly.com,none,,,https://mylogin.lilly.com/u/login/identifier,
onepark.fr,none,,,https://www.onepark.fr/,
openasapp.net,google_unknown,,gsi_only,https://www.openasapp.net/portal,
openclassrooms.com,none,,,https://openclassrooms.com/en/login,
passion.io,none,,,https://passion.io/login,
