domain,flow,confirmed,evidence,login_url,final_url
admin.myshopline.com,code,,response_type=code,https://admin.myshopline.com/user/signIn,
app.approvalmax.com,none,,,https://app.approvalmax.com/login,
app.ayan.co.uk,code,,response_type=code,https://app.ayan.co.uk/auth/signin,
app.bowtie.com.hk,code,,response_type=code,https://app.bowtie.com.hk/#/zh-hk/login,
app.due.network,token,yes,response_type=token,https://app.due.network/auth/signup,
app.electriccarscheme.com,code,,response_type=code,https://app.electriccarscheme.com/employees/sign_in,
app.founderspledge.com,none,,,https://app.founderspledge.com/signin,
app.incard.com,code,,response_type=code,https://app.incard.com/login,
app.kikin.io,code,,response_type=code,https://app.kikin.io/,
app.meticulous.ai,code,,response_type=code,https://app.meticulous.ai/,
app.nextmatter.com,token,yes,initTokenClient,https://app.nextmatter.com/login,
app.nous.co,token,yes,initTokenClient,https://app.nous.co/login,
app.thepanax.com,code,,response_type=code,https://app.thepanax.com/,
auth.connectd.com,code,,response_type=code,https://auth.connectd.com/u/login,
auth.diesta.co.uk,none,,,https://auth.diesta.co.uk/u/login/identifier,
auth.embeddable.com,none,,,https://auth.embeddable.com/u/login/identifier,
auth.marosavat.com,none,,,https://auth.marosavat.com/realms/vatify/protocol/openid-connect/auth?client_id=vatify-application&redirect_uri=https%3A%2F%2Fvatify.marosavat.com%2F&response_type=code&scope=openid,
auth.nook.io,none,,,https://auth.nook.io/u/login,
auth.outpostanywhere.com,code,,response_type=code,https://auth.outpostanywhere.com/login?client_id=el3nldoptjkolcs1ojauglkn4&redirect_uri=https%3A%2F%2Fapi.outpostanywhere.com%2Fauth%2Fcallback&scope=openid+email+phone&response_type=code,
auth.paid.ai,none,,,https://auth.paid.ai/u/login,
auth.runa.io,none,,,https://auth.runa.io/u/login/identifier,
auth.seedlegals.com,code,,response_type=code,https://auth.seedlegals.com/oauth2/authorize?response_type=code&client_id=50916e3c-f1ae-405a-b9f6-8529061049c8&scope=openid%20email%20offline_access&redirect_uri=https://api.seedlegals.com/login/oauth2/code/fAuth,
auth.treasuryspring.com,none,,,https://auth.treasuryspring.com/u/login/identifier,
bambulab.com,none,,,https://bambulab.com/en,
commercial.credplatform.com,google_unknown,,gsi_only,https://commercial.credplatform.com/signin,
console.omnichat.ai,none,,,https://console.omnichat.ai/signup,
dash.msquared.io,code,,response_type=code,https://dash.msquared.io/signin,
dashboard.paywithatoa.co.uk,token,yes,initTokenClient,https://dashboard.paywithatoa.co.uk/auth/login,
encodeclub.com,none,,,https://www.encodeclub.com/,
farmer.bx.tech,code,,response_type=code,https://farmer.bx.tech/,
footium.club,none,,,https://footium.club/game,
identity.accessacloud.com,code,,response_type=code,https://identity.accessacloud.com/auth/signin,
insight.orbitfin.ai,none,,,https://insight.orbitfin.ai/login,
login.elliptic.co,code,,response_type=code,https://login.elliptic.co/u/login/identifier,
login.eposnowhq.com,jwt,yes,response_type=id_token,https://login.eposnowhq.com/login,
login.raylo.com,code,,response_type=code,https://login.raylo.com/u/login/identifier,
login.vortexa.com,none,,,https://login.vortexa.com/login,
muse-portal-prod.portal.getmymuse.com,code,,response_type=code,https://muse-portal-prod.portal.getmymuse.com/security/login.html,
my.chaserhq.com,code,,response_type=code,https://my.chaserhq.com/login,
newurtopia.com,none,,,https://newurtopia.com/account/login,
next.getmejuice.com,google_unknown,,gsi_only,https://next.getmejuice.com/sign-in,
pc.kpay-group.com,none,,,https://pc.kpay-group.com/user/register,
platform.realyse.com,code,,response_type=code,https://platform.realyse.com/,
portal.loadsure.net,code,,response_type=code,https://portal.loadsure.net/,
portal.payhawk.com,none,,,https://portal.payhawk.com/auth/login,
republic.com,none,,,https://republic.com/auth/login,
secure.saturnos.com,code,,response_type=code,https://secure.saturnos.com/auth/login,
shopcider.com,google_unknown,,gsi_only,https://www.shopcider.com/,
taxfix.com,google_unknown,,gsi_only,https://taxfix.com/en-uk/assessment/login,
verisart.com,code,,response_type=code,https://verisart.com/login,
wearethemis.com,none,,,https://www.wearethemis.com/uk/account/dashboard,
web.thinktrader.com,code,,response_type=code,https://web.thinktrader.com/account/login,
whybrilliant.com,none,,,https://whybrilliant.com/signup?audience=talent,
wollit.com,code,,response_type=code,https://www.wollit.com/login,
