domain,flow,confirmed,evidence,login_url,final_url
admin.moralis.com,jwt,yes,response_type=id_token,https://admin.moralis.com/login,
app.allium.so,code,,response_type=code,https://app.allium.so/login,
app.blockearner.com.au,code,,response_type=code,https://app.blockearner.com.au/login,
app.conduit.financial,none,,,https://app.conduit.financial/,
app.conduit.xyz,code,,response_type=code,https://app.conduit.xyz/signin,
app.dynamic.xyz,code,,response_type=code,https://app.dynamic.xyz/,
app.hata.io,none,,,https://app.hata.io/login,
app.hypernative.xyz,none,,,https://app.hypernative.xyz/login,
app.mesh.trade,code,,response_type=code,https://app.mesh.trade/sign-in,
app.n3xt.io,code,,response_type=code,https://app.n3xt.io/login,
app.nansen.ai,jwt,yes,gis_id:accounts.id.initialize,https://app.nansen.ai/auth/signup,
app.napkindeals.com,code,,response_type=code,https://app.napkindeals.com/login,
app.ostium.com,code,,response_type=code,https://app.ostium.com/welcome,
app.paragraph.com,none,,,https://app.paragraph.com/login,
app.rabbithole.gg,google_unknown,,gsi_only,https://app.rabbithole.gg/,
app.range.org,code,,response_type=code,https://app.range.org/login,
app.truemarkets.co,code,,response_type=code,https://app.truemarkets.co/?login=1,
arkm.com,none,,,https://arkm.com/login,
auth.validationcloud.io,none,,,https://auth.validationcloud.io/u/login,
avocadodao.io,none,,,https://www.avocadodao.io/join,
bifinance.com,none,,,https://www.bifinance.com/en_us/login,
blockbet.gg,none,,,https://www.blockbet.gg/en,
bugs.immunefi.com,code,,response_type=code,https://bugs.immunefi.com/,
conduit-financial.us.auth0.com,none,,,https://conduit-financial.us.auth0.com/u/login/identifier,
courtyard.io,none,,,https://courtyard.io/,
cube.exchange,none,,,https://www.cube.exchange/signin,
cybrid.xyz,none,,,https://cybrid.xyz/,
dashboard.augustus.com,google_unknown,,gsi_only,https://dashboard.augustus.com/login,
dashboard.helius.dev,code,,response_type=code,https://dashboard.helius.dev/signup,
dashboard.reown.com,code,,response_type=code,https://dashboard.reown.com/sign-in,
dashboard.sardine.ai,code,,response_type=code,https://dashboard.sardine.ai/login,
deribit.com,none,,,https://www.deribit.com/app_authorization,
dexsport.io,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://dexsport.io/,
fomo.family,none,,,https://fomo.family/,
freename.com,none,,,https://freename.com/home/,
freename.eu.auth0.com,none,,,https://freename.eu.auth0.com/login,
gpu.net,none,,,https://www.gpu.net/enterprise,
grvt.io,none,,,https://grvt.io/exchange/onboarding/login,
heysorin.ai,none,,,https://heysorin.ai/,
hypernative.us.auth0.com,none,,,https://hypernative.us.auth0.com/u/login/identifier,
id.production.cybrid.app,none,,,https://id.production.cybrid.app/,
illuvium.io,none,,,https://illuvium.io/,
login.lockchain.ai,code,,response_type=code,https://login.lockchain.ai/u/login/identifier,
login.spydra.app,none,,,https://login.spydra.app/login,
login.utila.io,none,,,https://login.utila.io/u/login,
mentibus.xyz,code,,response_type=code,https://www.mentibus.xyz/login,
merchant.coinflow.cash,jwt,yes,response_type=id_token,https://merchant.coinflow.cash/login,
metaplex.com,none,,,https://www.metaplex.com/,
parcllabs.com,none,,,https://www.parcllabs.com/,
passes.com,code,,response_type=code,https://www.passes.com/login,
platform.dakota.xyz,code,,response_type=code,https://platform.dakota.xyz/signin,
polymarket.com,google_unknown,,gsi_only,https://polymarket.com/,
profile.bluwhale.com,google_unknown,,gsi_only,https://profile.bluwhale.com/login,
proof.xyz,none,,,https://www.proof.xyz/,
pump.fun,none,,,https://pump.fun/explore,
sosnainvest.com,code,,response_type=code,https://sosnainvest.com/auth,
sosovalue.com,token,yes,initTokenClient,https://sosovalue.com/,
stacked.com,code,,response_type=code,https://www.stacked.com/auth?mode=sign-in,
stake.com,none,,,https://stake.com/casino/games/truelabs-abyss-of-glory?tab=login,
thirdweb.com,code,,response_type=code,https://thirdweb.com/login,
users.wix.com,jwt,yes,response_type=id_token,https://users.wix.com/signin?view=sign-up,
utila.io,none,,,https://utila.io/,
x.velvet.capital,google_unknown,,gsi_only,https://x.velvet.capital/tokens,
