domain,flow,confirmed,evidence,login_url,final_url
account.y42.dev,code,,response_type=code,https://account.y42.dev/login,
accounts.reducto.ai,code,,response_type=code,https://accounts.reducto.ai/login,
accounts.wundergraph.com,none,,,https://accounts.wundergraph.com/auth/realms/cosmo/protocol/openid-connect/auth,
adaptive6.com,none,,,https://www.adaptive6.com/,
adaptive6.us.auth0.com,none,,,https://adaptive6.us.auth0.com/u/login/identifier,
agent.tinyfish.ai,code,,response_type=code,https://agent.tinyfish.ai/sign-in,
aippy.ai,code,,response_type=code,https://aippy.ai/login,
anything.com,none,,,https://www.anything.com/login,
app.authzed.cloud,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://app.authzed.cloud/signup,
app.briskteaching.com,none,,,https://app.briskteaching.com/login,
app.brmapp.net,code,,response_type=code,https://app.brmapp.net/login,
app.flintk12.com,code,,response_type=code,https://app.flintk12.com/sign-in,
app.gather.town,code,,response_type=code,https://app.gather.town/signin,
app.getlago.com,code,,response_type=code,https://app.getlago.com/login,
app.glue.ai,code,,response_type=code,https://app.glue.ai/auth?intent=signin,
app.hona.com,code,,response_type=code,https://app.hona.com/login,
app.hyperbolic.ai,code,,response_type=code,https://app.hyperbolic.ai/,
app.inngest.com,code,,response_type=code,https://app.inngest.com/sign-in,
app.joyfulhealth.com,code,,response_type=code,https://app.joyfulhealth.com/sign-in,
app.lightdash.cloud,token,yes,initTokenClient,https://app.lightdash.cloud/login,
app.localstack.cloud,code,,response_type=code,https://app.localstack.cloud/sign-in,
app.magicschool.ai,none,,,https://app.magicschool.ai/auth/signin,
app.mentorshow.com,code,,response_type=code,https://app.mentorshow.com/login,
app.outbuild.com,none,,,https://app.outbuild.com/login,
app.parallellearning.com,token,yes,initTokenClient,https://app.parallellearning.com/,
app.paramify.com,code,,response_type=code,https://app.paramify.com/auth/login,
app.particl.com,code,,response_type=code,https://app.particl.com/auth/signIn,
app.qodo.ai,none,,,https://app.qodo.ai/signin,
app.selectstar.com,code,,response_type=code,https://app.selectstar.com/login,
app.shortwave.com,code,,response_type=code,https://app.shortwave.com/login,
app.spline.design,token,yes,response_type=token,https://app.spline.design/signin,
app.stackguardian.io,code,,response_type=code,https://app.stackguardian.io/login,
app.stackone.com,none,,,https://app.stackone.com/sign_in,
app.tembo.io,code,,response_type=code,https://app.tembo.io/sign-in,
app.testkube.io,code,,response_type=code,https://app.testkube.io/login,
app.triplewhale.com,token,yes,initTokenClient,https://app.triplewhale.com/signin,
auth.basistheory.com,none,,,https://auth.basistheory.com/u/login/identifier,
auth.convex.dev,code,,response_type=code,https://auth.convex.dev/,
auth.firefly.ai,none,,,https://auth.firefly.ai/login,
auth.kaedim3d.com,code,,response_type=code,https://auth.kaedim3d.com/login,
auth.matia.io,code,,response_type=code,https://auth.matia.io/oauth/account/login,
auth.minerva.io,code,,response_type=code,https://auth.minerva.io/,
auth.monad.com,none,,,https://auth.monad.com/login,
auth.porter.run,code,,response_type=code,https://auth.porter.run/,
auth.rubiehq.com,code,,response_type=code,https://auth.rubiehq.com/,
auth.soyhenry.com,code,,response_type=code,https://www.auth.soyhenry.com/register,
auth.storage.tigrisdata.io,none,,,https://auth.storage.tigrisdata.io/u/login,
auth.truv.com,code,,response_type=code,https://auth.truv.com/login,
auth.xata.io,none,,,https://auth.xata.io/realms/xata/protocol/openid-connect/auth,
brm.ai,none,,,https://www.brm.ai/,
chat.linqalpha.com,token,yes,initTokenClient,https://chat.linqalpha.com/users/sign_in,
client.a.team,jwt,yes,response_type=id_token,https://client.a.team/auth/signin,
cloud.io.net,none,,,https://cloud.io.net/login,
cloud.namespace.so,code,,response_type=code,https://cloud.namespace.so/signin,
cloud.risingwave.com,code,,response_type=code,https://cloud.risingwave.com/auth/signin,
cloud.vessl.ai,jwt,yes,response_type=id_token,https://cloud.vessl.ai/~/signin,
cloud.zyphra.com,code,,response_type=code,https://cloud.zyphra.com/login,
console.archil.com,google_unknown,,gsi_only,https://console.archil.com/welcome,
console.harmonic.ai,code,,response_type=code,https://console.harmonic.ai/login,
cosmo.wundergraph.com,none,,,https://cosmo.wundergraph.com/login,
cyvl.app,code,,response_type=code,https://cyvl.app/login,
dashboard.buildwithfern.com,none,,,https://dashboard.buildwithfern.com/login,
dashboard.withterminal.com,code,,response_type=code,https://dashboard.withterminal.com/sign-in,
delphi.ai,code,,response_type=code,https://www.delphi.ai/auth,
featherless.ai,code,,response_type=code,https://featherless.ai/login,
firecrawl.dev,code,,response_type=code,https://www.firecrawl.dev/signin?view=signup,
gitee.com,code,,response_type=code,https://gitee.com/login,
id.baselayer.com,none,,,https://id.baselayer.com/realms/baselayer/protocol/openid-connect/auth,
light-inc-prod.eu.auth0.com,none,,,https://light-inc-prod.eu.auth0.com/u/login/identifier,
login.augmentcode.com,none,,,https://login.augmentcode.com/u/login/identifier,
login.backflip.ai,code,,response_type=code,https://login.backflip.ai/,
login.caldera.xyz,none,,,https://login.caldera.xyz/u/login/identifier,
login.mithril.ai,code,,response_type=code,https://login.mithril.ai/,
marble.worldlabs.ai,google_unknown,,gsi_only,https://marble.worldlabs.ai/,
meshy.ai,jwt,yes,gis_id:accounts.id.initialize,https://www.meshy.ai/,
metafy.gg,code,,response_type=code,https://metafy.gg/auth/account/login,
mint.pok.tech,code,,response_type=code,https://mint.pok.tech/region-selector?signup=true,
partner.app-prop.com,none,,,https://partner.app-prop.com/login,
plataforma.galena.com,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://plataforma.galena.com/login,
platform.a.team,code,,response_type=code,https://platform.a.team/sign-in,
poly.cam,code,,response_type=code,https://poly.cam/login,
prepedu.com,none,,,https://prepedu.com/en/,
railway.com,none,,,https://railway.com/,
riff.new,code,,response_type=code,https://riff.new/login,
ringg.ai,token,yes,initTokenClient,https://www.ringg.ai/login,
seaart.ai,token,yes,initTokenClient,https://www.seaart.ai/,
secure.getfreed.ai,code,,response_type=code,https://secure.getfreed.ai/,
signin.depot.dev,code,,response_type=code,https://signin.depot.dev/,
smith.langchain.com,code,,response_type=code,https://smith.langchain.com/,
tessl.io,none,,,https://tessl.io/login,
zitadel-prod.hivenet.com,none,,,https://zitadel-prod.hivenet.com/ui/login/login,
