domain,flow,confirmed,evidence,login_url,final_url
adminpanel.servicelovers.com,none,,,https://adminpanel.servicelovers.com/register/servicehero,
app.agreena.com,none,,,https://app.agreena.com/registration,
app.because.eco,none,,,https://app.because.eco/signup,
app.bikekey.com,none,,,https://app.bikekey.com/signup/,
app.cap.vc,none,,,https://app.cap.vc/login,
app.codeable.io,jwt,yes,response_type=id_token,https://app.codeable.io/sign_in,
app.diplomasafe.com,none,,,https://app.diplomasafe.com/en-US/login,
app.eesea.com,none,,,https://app.eesea.com/register,
app.ento.ai,none,,,https://app.ento.ai/accounts/signup/,
app.evolito.earth,code,,response_type=code,https://app.evolito.earth/login,
app.formalize.com,code,,response_type=code,https://app.formalize.com/auth/login,
app.hercule.ai,none,,,https://app.hercule.ai/sign_up,
app.kanpla.io,google_unknown,,gsi_only,https://app.kanpla.io/signup,
app.meo.io,none,,,https://app.meo.io/register/,
app.onomondo.com,code,,response_type=code,https://app.onomondo.com/login,
app.pievat.com,jwt,yes,response_type=id_token,https://app.pievat.com/users/sign_up,
app.plecto.com,none,,,https://app.plecto.com/signup/,
app.q-cal.net,none,,,https://app.q-cal.net/Login,
app.q-play.io,code,,response_type=code,https://app.q-play.io/login,
backoffice.understory.io,none,,,https://backoffice.understory.io/signup,
baymard.com,none,,,https://baymard.com/free-signup,
becksondergaard.com,none,,,https://becksondergaard.com/account/register,
bownty.com,none,,,https://bownty.com/gb,
braincapture.eu.galencloud.com,code,,response_type=code,https://braincapture.eu.galencloud.com/signup,
bygoodiebox.com,google_unknown,,gsi_only,https://bygoodiebox.com/dk/da/login,
console.cloud.nabto.com,none,,,https://console.cloud.nabto.com/#/signup,
embankment.com,code,,response_type=code,https://embankment.com/?show-auth-dialog=true,
embersword.com,none,,,https://embersword.com/#modal=create-account,
endomondo.com,code,,response_type=code,https://www.endomondo.com/register,
enterspeed.com,none,,,https://www.enterspeed.com/,
eu-portal.kubo.education,none,,,https://eu-portal.kubo.education/educator/,
evodiabio.com,none,,,https://evodiabio.com/my-account/,
fresh.land,code,,response_type=code,https://www.fresh.land/dk/login,
handyhand.dk,jwt,yes,response_type=id_token,https://handyhand.dk/platform/tilmeld,
happyhelper.dk,jwt,yes,response_type=id_token,https://happyhelper.dk/en/login,
home.saxo,none,,,https://www.home.saxo/login,
in.samesystem.com,none,,,https://in.samesystem.com/login,
landfolk.com,none,,,https://landfolk.com/en,
legaldesk.dk,jwt,yes,gis_id:accounts.id.renderButton,https://www.legaldesk.dk/,
login.shine.co,none,,,https://login.shine.co/login/signup/en,
magnific.com,none,,,https://www.magnific.com/sign-up,
mofibo.com,google_unknown,,gsi_only,https://mofibo.com/dk/login,
monta.com,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://monta.com/,
my.labster.com,none,,,https://my.labster.com/join-course,
nordicscreen.com,none,,,https://nordicscreen.com/,
norminvest.com,google_unknown,,gsi_only,https://www.norminvest.com/,
nova.maturix.com,none,,,https://nova.maturix.com/web/login,
onskeskyen.dk,none,,,https://onskeskyen.dk/,
platform.easytranslate.com,jwt,yes,gis_id:accounts.id.initialize,https://platform.easytranslate.com/en,
privat.kompasbank.dk,none,,,https://privat.kompasbank.dk/onboarding/phone-number,
responsibly.tech,none,,,https://responsibly.tech/,
samplix.com,none,,,https://samplix.com/user/sign-up,
scandinavianbiolabs.com,none,,,https://scandinavianbiolabs.com/,
shop.tivoli.dk,none,,,https://shop.tivoli.dk/da/mit-tivoli/login,
start.ideanote.io,none,,,https://start.ideanote.io/account,
store.toogoodtogo.com,none,,,https://store.toogoodtogo.com/signup/partner/set-store-detail,
thehub.io,none,,,https://thehub.io/,
unisportstore.com,none,,,https://www.unisportstore.com/,
urbanwinebox.com,none,,,https://urbanwinebox.com/customer/account/create/,
virtuall.pro,none,,,https://virtuall.pro/,
