domain,flow,confirmed,evidence,login_url,final_url
app.bitrise.io,code,,response_type=code,https://app.bitrise.io/users/sign_in,
app.dataddo.com,code,,response_type=code,https://app.dataddo.com/sign-in,
app.digitoo.ai,code,,response_type=code,https://app.digitoo.ai/login,
app.readmio.com,code,,response_type=code,https://app.readmio.com/users/sign_in,
app.robosizeme.com,code,,response_type=code,https://app.robosizeme.com/ords/r/poc/marketplace/login,
app.roihunter.com,code,,response_type=code,https://app.roihunter.com/login,
app.shapr3d.com,none,,,https://app.shapr3d.com/signup,
app.smartlook.com,code,,response_type=code,https://app.smartlook.com/sign/in,
app.superscale.com,code,,response_type=code,https://app.superscale.com/login,
auth.kinderpedia.co,google_unknown,,gsi_only,https://auth.kinderpedia.co/,
auth.victoriavr.com,none,,,https://auth.victoriavr.com/interaction/oZ9rAAP21SYaZ0pmtGVMJvrsq9gBTihiiAq-JIDozDr,
boataround.com,none,,,https://www.boataround.com/,
campiri.com,google_unknown,,gsi_only,https://www.campiri.com/en-cz,
dash.bunny.net,none,,,https://dash.bunny.net/auth/login,
docs.craft.do,jwt,yes,response_type=id_token,https://docs.craft.do/,
elefant.ro,none,,,https://www.elefant.ro/login,
eu.phrase.com,none,,,https://eu.phrase.com/idm-ui/signin,
forclassmates.com,jwt,yes,gis_id:accounts.id.initialize,https://www.forclassmates.com/en/auth/login,
hedepy.com,jwt,yes,response_type=id_token,https://hedepy.com/login,
id.kyivstar.ua,code,,response_type=code,https://id.kyivstar.ua/login,
knihobot.cz,none,,,https://knihobot.cz/login,
login.aliexpress.ru,none,,,https://login.aliexpress.ru/,
login.duvo.ai,code,,response_type=code,https://login.duvo.ai/u/login/identifier,
login.flowpay.io,none,,,https://login.flowpay.io/u/login/identifier,
mepas.cez.cz,none,,,https://mepas.cez.cz/cas/login,
openid.smartsupp.com,none,,,https://openid.smartsupp.com/realms/smartsupp/protocol/openid-connect/auth,
people.advanto.cz,google_unknown,,gsi_only,https://people.advanto.cz/auth/firebase/sign-in,
poetizer.com,jwt,yes,response_type=id_token,https://www.poetizer.com/sign-in,
portal.blockmate.io,jwt,yes,gis_id:accounts.id.initialize,https://portal.blockmate.io/sign-up,
roksh.com,token,yes,initTokenClient,https://www.roksh.com/,
rozetka.com.ua,google_unknown,,gsi_only,https://rozetka.com.ua/,
voxabooks.com,jwt,yes,response_type=id_token,https://voxabooks.com/login,
xeropan.com,token,yes,response_type=token,https://xeropan.com/register,
zoot.cz,none,,,https://www.zoot.cz/,
