domain,flow,confirmed,evidence,login_url,final_url
accounts.althq.com,code,,response_type=code,https://accounts.althq.com/sign-in,
aidenix.com,none,,,https://aidenix.com/,
aiornot.com,none,,,https://www.aiornot.com/,
aisibly.com,code,,response_type=code,https://www.aisibly.com/en/login,
app.analyzer.finance,code,,response_type=code,https://app.analyzer.finance/,
app.blipply.com,code,,response_type=code,https://app.blipply.com/,
app.chaindoc.io,none,,,https://app.chaindoc.io/?lang=en,
app.cpay.world,jwt,yes,response_type=id_token,https://app.cpay.world/login,
app.decisionrules.io,jwt,yes,response_type=id_token,https://app.decisionrules.io/auth/login?lang=en,
app.dojah.io,code,,response_type=code,https://app.dojah.io/signin,
app.idsign.com,none,,,https://app.idsign.com/,
app.kirsaninvest.eu,code,,response_type=code,https://app.kirsaninvest.eu/login,
app.kleos.io,code,,response_type=code,https://app.kleos.io/login,
app.liaplus.com,code,,response_type=code,https://app.liaplus.com/login,
app.ridgex.io,google_unknown,,gsi_only,https://app.ridgex.io/sign-in,
app.stobix.com,code,,response_type=code,https://app.stobix.com/futures/BTC/USDT,
app.uservox.ai,none,,,https://app.uservox.ai/auth,
apps.agapaywise.com,code,,response_type=code,https://apps.agapaywise.com/login/,
auth.chenosis.io,none,,,https://auth.chenosis.io/u/login/identifier,
auth.dataledger.uk,none,,,https://auth.dataledger.uk/u/login,
auth.firmendata.com,none,,,https://auth.firmendata.com/u/login,
authkit.retab.com,code,,response_type=code,https://authkit.retab.com/,
backgroundcheck.mx,none,,,https://backgroundcheck.mx/,
bizlist.gr,jwt,yes,response_type=id_token,https://bizlist.gr/login/,
business.didit.me,code,,response_type=code,https://business.didit.me/sign-in,
cointiply.com,code,,response_type=code,https://cointiply.com/login,
companexia.com,none,,,https://companexia.com/en/auth/signin,
compliance.complyone.io,code,,response_type=code,https://compliance.complyone.io/auth/sign-in,
cryptofoilo.com,none,,,https://cryptofoilo.com/login/login,
dataledger.uk,none,,,https://dataledger.uk/,
duckcheck.com,jwt,yes,gis_id:accounts.id.initialize,https://www.duckcheck.com/auth/login,
due-diligence.ilumin.ai,token,yes,response_type=token,https://due-diligence.ilumin.ai/sign-in,
elkyc.com,google_unknown,,ERR:Page.goto: net::ERR_SSL_VERSIO,https://elkyc.com/,
genzagents.com,code,,response_type=code,https://genzagents.com/sign-in,
iboosts.gg,code,,response_type=code,https://iboosts.gg/login,
lockndeal.com,code,,response_type=code,https://lockndeal.com/signin,
managr.in,code,,response_type=code,https://managr.in/login,
margex.com,token,yes,initTokenClient,https://margex.com/app/login,
my.dynamicash.com,code,,response_type=code,https://my.dynamicash.com/login,
mycircle.co,code,,response_type=code,https://mycircle.co/auth,
nexertise.com,code,,response_type=code,https://www.nexertise.com/login,
onboardledger.com,google_unknown,,gsi_only,https://onboardledger.com/,
oroitsolution.info,none,,,https://www.oroitsolution.info/login,
piece.investments,google_unknown,,gsi_only,https://piece.investments/,
plurall.ai,none,,,https://www.plurall.ai/login,
portal.autocorp.ai,code,,response_type=code,https://portal.autocorp.ai/login,
portal.databunker.org,code,,response_type=code,https://portal.databunker.org/login,
portal.hamirach.com,code,,response_type=code,https://portal.hamirach.com/login,
priveq.in,code,,response_type=code,https://priveq.in/login,
propxchain.com,code,,response_type=code,https://propxchain.com/login,
rivool.finance,code,,response_type=code,https://www.rivool.finance/login,
scoutarabia.com,none,,,https://scoutarabia.com/ar/customer/account/login/,
selfkea.de,code,,response_type=code,https://www.selfkea.de/auth/login?role=provider,
signflownow.com,code,,response_type=code,https://signflownow.com/login,
swipelux.app,code,,response_type=code,https://www.swipelux.app/register,
toletglobe.in,jwt,yes,response_type=id_token,https://www.toletglobe.in/login,
trontrace.com,jwt,yes,response_type=id_token,https://trontrace.com/login,
uppersetup.com,google_unknown,,gsi_only,https://uppersetup.com/en,
urbanpayx.com,code,,response_type=code,https://urbanpayx.com/auth,
usedeed.com,jwt,yes,response_type=id_token,https://usedeed.com/login,
veritaslinks.com,code,,response_type=code,https://veritaslinks.com/login,
werty.tech,none,,,https://werty.tech/en/?modal=sign-in,
