domain,flow,confirmed,evidence,login_url,final_url
account.masterworks.com,none,,,https://account.masterworks.com/auth/realms/masterworks/protocol/openid-connect/auth,
ajaib.co.id,none,,,https://ajaib.co.id/login,
app.anotemusic.com,code,,response_type=code,https://app.anotemusic.com/#/login,
app.azura.xyz,none,,,https://app.azura.xyz/discover/spot/trending,
app.definitive.fi,none,,,https://app.definitive.fi/robinhood,
app.derivio.xyz,none,,,https://app.derivio.xyz/signin,
app.liquid.trade,none,,,https://app.liquid.trade/trade/xyz:SPCX,
app.opinion.trade,none,,,https://app.opinion.trade/login,
app.plus500.com,jwt,yes,gis_id:accounts.id.initialize,https://app.plus500.com/trade,
app.vestedfinance.com,code,,response_type=code,https://app.vestedfinance.com/login,
catapult.trade,google_unknown,,gsi_only,https://catapult.trade/turbo/home,
dashboard.tradealgo.com,code,,response_type=code,https://dashboard.tradealgo.com/signin,
dealos.bizscout.com,code,,response_type=code,https://dealos.bizscout.com/login,
dune.com,none,,,https://dune.com/auth/login,
fe.login.secondmarket.com,none,,,https://fe.login.secondmarket.com/oauth2/default/v1/authorize,
id.storecloud.org,none,,,https://id.storecloud.org/register,
kiedex.app,code,,response_type=code,https://www.kiedex.app/login,
login.platform.qa.com,none,,,https://login.platform.qa.com/u/login,
longbridge.com,jwt,yes,gis_id:accounts.id.initialize,https://longbridge.com/sg/,
members.chaikinanalytics.com,code,,response_type=code,https://members.chaikinanalytics.com/login,
mexc.com,none,,,https://www.mexc.com/register,
novadax.com.br,jwt,yes,response_type=id_token,https://www.novadax.com.br/en-US/login,
portal.thinkmarkets.com,code,,response_type=code,https://portal.thinkmarkets.com/account/login,
senpi.ai,none,,,https://senpi.ai/,
trade.rails.xyz,jwt,yes,response_type=id_token,https://trade.rails.xyz/sign-in,
tradeblock.us,none,,,https://www.tradeblock.us/home/discover/sign-in,
tradingmoon.com,code,,response_type=code,https://tradingmoon.com/en/fx/login,
ultra.heygotrade.com,none,,,https://ultra.heygotrade.com/login,
urfx.io,token,yes,response_type=token,https://urfx.io/login,
vauld.com,jwt,yes,response_type=id_token,https://www.vauld.com/auth/signin,
web.sahi.com,none,,,https://web.sahi.com/auth,
woox.io,token,yes,initTokenClient,https://woox.io/en/login,
