domain,flow,confirmed,evidence,login_url,final_url
app.shiprocket.in,google_unknown,,gsi_only,https://app.shiprocket.in/newlogin,
console.fynd.com,code,,response_type=code,https://console.fynd.com/auth/sign-in,
elmenus.com,google_unknown,,gsi_only,https://www.elmenus.com/,
forasna.com,jwt,yes,response_type=id_token,https://forasna.com/login,
friendycar.com,google_unknown,,gsi_only,https://friendycar.com/,
gripinvest.in,token,yes,response_type=token,https://www.gripinvest.in/login,
iamportal.gnani.site,none,,,https://iamportal.gnani.site/realms/inya/protocol/openid-connect/auth,
luckyegypt.com,jwt,yes,response_type=id_token,https://luckyegypt.com/SignIn,
mafqoodat.ma,none,,,https://www.mafqoodat.ma/connexion,
merchant.cashfree.com,jwt,yes,response_type=id_token,https://merchant.cashfree.com/auth/login,
minly.com,none,,,https://minly.com/,
my.te.eg,none,,,https://my.te.eg/echannel/#/login,
nawah-scientific.com,jwt,yes,response_type=id_token,https://nawah-scientific.com/auth/sign-in,
nuawoman.com,jwt,yes,gis_id:accounts.id.initialize,https://nuawoman.com/,
pegasus.imarticus.org,code,,response_type=code,https://pegasus.imarticus.org/,
pocketfm.com,code,,response_type=code,https://pocketfm.com/login,
portal.ondc.org,token,yes,response_type=token,https://portal.ondc.org/login,
sso.plumhq.com,code,,response_type=code,https://sso.plumhq.com/web/login,
studio.truefan.ai,token,yes,response_type=token,https://studio.truefan.ai/login,
taager.com,token,yes,initTokenClient,https://taager.com/eg/auth/login,
web.thndr.app,code,,response_type=code,https://web.thndr.app/,
wework.co.in,none,,,https://wework.co.in/,
