domain,flow,confirmed,evidence,login_url,final_url
account.testinium.com,google_unknown,,gsi_only,https://account.testinium.com/uaa/login,
accounts.ca.karrotmarket.com,code,,response_type=code,https://accounts.ca.karrotmarket.com/sign-in,
accounts.ikas.com,jwt,yes,response_type=id_token,https://accounts.ikas.com/login,
accounts.intoto.io,code,,response_type=code,https://accounts.intoto.io/sign-in,
app.atlas.co,code,,response_type=code,https://app.atlas.co/login,
app.busy.no,code,,response_type=code,https://app.busy.no/login,
app.legalontech.com,none,,,https://app.legalontech.com/,
app.marketer.com,code,,response_type=code,https://app.marketer.com/,
app.sorwebusiness.com,none,,,https://app.sorwebusiness.com/,
auth.app.getunleash.io,code,,response_type=code,https://auth.app.getunleash.io/sign-in,
auth.eagleeyenetworks.com,code,,response_type=code,https://auth.eagleeyenetworks.com/login,
auth.gcore.com,none,,,https://auth.gcore.com/login/signin,
auth.onlayer.com,none,,,https://auth.onlayer.com/auth/login,
auth.remarkable.com,code,,response_type=code,https://auth.remarkable.com/u/login/identifier,
auth.saharobotik.com,none,,,https://auth.saharobotik.com/realms/saha/protocol/openid-connect/auth,
auth.timely.com,none,,,https://auth.timely.com/login,
authorize.meltwater.com,none,,,https://authorize.meltwater.com/u/login/identifier,
camp-fire.jp,none,,,https://camp-fire.jp/login,
cloud.nomono.co,code,,response_type=code,https://cloud.nomono.co/,
denebunu.com,code,,response_type=code,https://denebunu.com/login/,
ecift.com,code,,response_type=code,https://www.ecift.com/user-login.html,
editor.vev.design,code,,response_type=code,https://editor.vev.design/signup,
flows.breyta.ai,code,,response_type=code,https://flows.breyta.ai/login,
getheltia.com,google_unknown,,gsi_only,https://www.getheltia.com/app/giris,
giris.hepsiemlak.com,none,,,https://giris.hepsiemlak.com/en/giris-yap,
i.threatbook.io,code,,initCodeClient,https://i.threatbook.io/research,
insta360.com,jwt,yes,gis_id:accounts.id.initialize,https://www.insta360.com/account/login,
jobtoday.com,jwt,yes,response_type=id_token,https://jobtoday.com/account/login,
login.salesscreen.com,code,,response_type=code,https://login.salesscreen.com/Account/Login,
login.strise.ai,none,,,https://login.strise.ai/u/login/identifier,
login.tive.com,code,,response_type=code,https://login.tive.com/u/login/identifier,
otee-prod.eu.auth0.com,none,,,https://otee-prod.eu.auth0.com/u/login,
otee.com,none,,,https://www.otee.com/,
platform.cyberr.ai,code,,response_type=code,https://platform.cyberr.ai/auth,
podbeemedia.com,none,,,https://podbeemedia.com/,
signin.findable.ai,code,,response_type=code,https://signin.findable.ai/,
smartnews.com,code,,response_type=code,https://www.smartnews.com/news/signin,
sundayos.com,none,,,https://www.sundayos.com/login,
timetreeapp.com,code,,response_type=code,https://timetreeapp.com/signin,
turkishairlines.com,google_unknown,,ERR:Page.goto: Timeout 25000ms exc,https://www.turkishairlines.com/en-eg,
urbansharing.com,code,,response_type=code,https://urbansharing.com/login,
us.narwal.com,jwt,yes,gis_id:accounts.google.com/gsi/bu,https://us.narwal.com/account/login,
v2.aiva.ai,jwt,yes,gis_id:accounts.id.initialize,https://v2.aiva.ai/login,
vivense.com,jwt,yes,gis_id:accounts.id.initialize,https://www.vivense.com/vivense-uye-girisi.html,
whereby.com,code,,response_type=code,https://whereby.com/user/login,
wiro.ai,code,,response_type=code,https://wiro.ai/auth/signin,
yamap.com,jwt,yes,response_type=id_token,https://yamap.com/signup,
